question,query
Who wrote zorgamazoo?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Zorgamazoo sep_dot var_uri a dbo_Writer brack_close
Who wrote data tutashkhia?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Data_Tutashkhia sep_dot var_uri a dbo_Writer brack_close
Who wrote darkhouse?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Darkhouse sep_dot var_uri a dbo_Writer brack_close
Who wrote spiderweb for two: a melendy maze?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Spiderweb_for_Two:_A_Melendy_Maze sep_dot var_uri a dbo_Writer brack_close
Who wrote the broken sword?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Broken_Sword sep_dot var_uri a dbo_Writer brack_close
Who wrote gossip girl?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Gossip_Girl_(novel_series) sep_dot var_uri a dbo_Writer brack_close
Who wrote the lowland?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Lowland sep_dot var_uri a dbo_Writer brack_close
Who wrote donald duk?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Donald_Duk sep_dot var_uri a dbo_Writer brack_close
Who wrote the sight?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Sight_(Clement-Davies_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the machine gunners?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Machine_Gunners sep_dot var_uri a dbo_Writer brack_close
Who wrote cari mora?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Cari_Mora sep_dot var_uri a dbo_Writer brack_close
Who wrote hammer's slammers?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Hammer's_Slammers sep_dot var_uri a dbo_Writer brack_close
Who wrote dog years?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Dog_Years_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the voice of human justice?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Voice_of_Human_Justice sep_dot var_uri a dbo_Writer brack_close
Who wrote the anime encyclopedia?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Anime_Encyclopedia sep_dot var_uri a dbo_Writer brack_close
Who wrote all she was worth?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_All_She_Was_Worth sep_dot var_uri a dbo_Writer brack_close
Who wrote never cry wolf?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Never_Cry_Wolf sep_dot var_uri a dbo_Writer brack_close
Who wrote the dnagents?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_DNAgents sep_dot var_uri a dbo_Writer brack_close
Who wrote rich people problems?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Rich_People_Problems sep_dot var_uri a dbo_Writer brack_close
Who wrote sharp objects?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Sharp_Objects sep_dot var_uri a dbo_Writer brack_close
Who wrote after babel?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_After_Babel sep_dot var_uri a dbo_Writer brack_close
Who wrote in the kingdom of ice?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_In_the_Kingdom_of_Ice sep_dot var_uri a dbo_Writer brack_close
Who wrote openly straight?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Openly_Straight sep_dot var_uri a dbo_Writer brack_close
Who wrote ruby holler?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Ruby_Holler sep_dot var_uri a dbo_Writer brack_close
Who wrote berserker?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Berserker_(novel_series) sep_dot var_uri a dbo_Writer brack_close
Who wrote arranged marriage?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_(Un) arranged_Marriage sep_dot var_uri a dbo_Writer brack_close
Who wrote lincoln at gettysburg?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Lincoln_at_Gettysburg sep_dot var_uri a dbo_Writer brack_close
Who wrote journey to a woman?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Journey_to_a_Woman sep_dot var_uri a dbo_Writer brack_close
Who wrote the bite in the apple?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Bite_in_the_Apple sep_dot var_uri a dbo_Writer brack_close
Who wrote the river?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_River_(Paulsen_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the life of hunger?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Life_of_Hunger sep_dot var_uri a dbo_Writer brack_close
Who wrote simon and the oaks?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Simon_and_the_Oaks sep_dot var_uri a dbo_Writer brack_close
Who wrote hatchet?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Hatchet_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the total woman?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Total_Woman sep_dot var_uri a dbo_Writer brack_close
Who wrote the place of dead roads?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Place_of_Dead_Roads sep_dot var_uri a dbo_Writer brack_close
Who wrote banner of the stars?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Banner_of_the_Stars sep_dot var_uri a dbo_Writer brack_close
Who wrote invisible monsters?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Invisible_Monsters sep_dot var_uri a dbo_Writer brack_close
Who wrote american gods?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_American_Gods sep_dot var_uri a dbo_Writer brack_close
Who wrote let the great world spin?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Let_the_Great_World_Spin sep_dot var_uri a dbo_Writer brack_close
Who wrote thomas?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Thomas_(Burton_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote ghachar ghochar?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Ghachar_Ghochar sep_dot var_uri a dbo_Writer brack_close
Who wrote timm thaler?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Timm_Thaler_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote r.u.r.?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_R.U.R sep_dot sep_dot var_uri a dbo_Writer brack_close
Who wrote r-t?,"SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_R-T,_Margaret,_and_the_Rats_of_NIMH sep_dot var_uri a dbo_Writer brack_close"
Who wrote the golovlyov family?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Golovlyov_Family sep_dot var_uri a dbo_Writer brack_close
Who wrote the pilgrim's progress?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Pilgrim's_Progress sep_dot var_uri a dbo_Writer brack_close
Who wrote cockroach?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Cockroach_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote lorna doone?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Lorna_Doone sep_dot var_uri a dbo_Writer brack_close
Who wrote the nether world?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Nether_World sep_dot var_uri a dbo_Writer brack_close
Who wrote monster?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Monster_(Myers_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the devils of loudun?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Devils_of_Loudun sep_dot var_uri a dbo_Writer brack_close
Who wrote cities of the red night?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Cities_of_the_Red_Night sep_dot var_uri a dbo_Writer brack_close
Who wrote the shack?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Shack sep_dot var_uri a dbo_Writer brack_close
Who wrote our lady of the inferno?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Our_Lady_of_the_Inferno sep_dot var_uri a dbo_Writer brack_close
Who wrote a view from the bridge?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_View_from_the_Bridge sep_dot var_uri a dbo_Writer brack_close
Who wrote for want of a nail?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_For_Want_of_a_Nail_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote metropolitan life?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Metropolitan_Life_(book) sep_dot var_uri a dbo_Writer brack_close
Who wrote another bullshit night in suck city?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Another_Bullshit_Night_in_Suck_City sep_dot var_uri a dbo_Writer brack_close
Who wrote seventh victim?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Seventh_Victim sep_dot var_uri a dbo_Writer brack_close
Who wrote get rich click?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Get_Rich_Click sep_dot var_uri a dbo_Writer brack_close
Who wrote asura: tale of the vanquished?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Asura:_Tale_of_the_Vanquished sep_dot var_uri a dbo_Writer brack_close
Who wrote adult onset?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Adult_Onset sep_dot var_uri a dbo_Writer brack_close
Who wrote the shockwave rider?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Shockwave_Rider sep_dot var_uri a dbo_Writer brack_close
Who wrote first light?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_First_Light_(Stead_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote amrita?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Amrita_(Gujarati_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the eagle has landed?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Eagle_Has_Landed_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote hire manik jale?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Hire_Manik_Jale sep_dot var_uri a dbo_Writer brack_close
Who wrote outrage: the five reasons why o. j. simpson got away with murder?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Outrage:_The_Five_Reasons_Why_O._J._Simpson_Got_Away_with_Murder sep_dot var_uri a dbo_Writer brack_close
Who wrote the bone season?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Bone_Season sep_dot var_uri a dbo_Writer brack_close
Who wrote theory of war?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Theory_of_War sep_dot var_uri a dbo_Writer brack_close
Who wrote vazha-pshavela?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Vazha-Pshavela_(biographical_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote and having writ...?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_And_Having_Writ.. sep_dot sep_dot var_uri a dbo_Writer brack_close
Who wrote flight from the ussr?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Flight_from_the_USSR sep_dot var_uri a dbo_Writer brack_close
Who wrote green darkness?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Green_Darkness sep_dot var_uri a dbo_Writer brack_close
Who wrote fat chance?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Fat_Chance_(Clark_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote trans-atlantyk?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Trans-Atlantyk sep_dot var_uri a dbo_Writer brack_close
Who wrote only revolutions?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Only_Revolutions sep_dot var_uri a dbo_Writer brack_close
Who wrote father of lies?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Father_of_lies_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the contortionist's handbook?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Contortionist's_Handbook sep_dot var_uri a dbo_Writer brack_close
Who wrote unbroken: a world war ii story of survival?,"SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Unbroken:_A_World_War_II_Story_of_Survival,_Resilience,_and_Redemption sep_dot var_uri a dbo_Writer brack_close"
Who wrote the restraint of beasts?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Restraint_of_Beasts sep_dot var_uri a dbo_Writer brack_close
Who wrote flat stanley?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Flat_Stanley sep_dot var_uri a dbo_Writer brack_close
Who wrote the atrocity exhibition?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Atrocity_Exhibition sep_dot var_uri a dbo_Writer brack_close
Who wrote the most famous man in america?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Most_Famous_Man_in_America sep_dot var_uri a dbo_Writer brack_close
Who wrote fatherland?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Fatherland_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote eggs?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Eggs_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote kanon?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Kanon_(visual_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote a golden age?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_Golden_Age sep_dot var_uri a dbo_Writer brack_close
Who wrote memorial?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Memorial_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the borrowers?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Borrowers sep_dot var_uri a dbo_Writer brack_close
Who wrote upsurge?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Upsurge sep_dot var_uri a dbo_Writer brack_close
Who wrote the age of extremes?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Age_of_Extremes sep_dot var_uri a dbo_Writer brack_close
Who wrote the new york times magazine?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_New_York_Times_Magazine sep_dot var_uri a dbo_Writer brack_close
Who wrote the australia book?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Australia_Book sep_dot var_uri a dbo_Writer brack_close
Who wrote two planets?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Two_Planets sep_dot var_uri a dbo_Writer brack_close
Who wrote imaginary worlds: the art of fantasy?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Imaginary_Worlds:_The_Art_of_Fantasy sep_dot var_uri a dbo_Writer brack_close
Who wrote owen glendower?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Owen_Glendower_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote a northern light?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_Northern_Light sep_dot var_uri a dbo_Writer brack_close
Who wrote the hunchback of notre-dame?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Hunchback_of_Notre-Dame sep_dot var_uri a dbo_Writer brack_close
Who wrote convict once and other poems?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Convict_Once_and_Other_Poems sep_dot var_uri a dbo_Writer brack_close
Who wrote the book of life?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Book_of_Life_(Harkness_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the wild blue: the novel of the u.s. air force?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Wild_Blue:_The_Novel_of_the_U.S._Air_Force sep_dot var_uri a dbo_Writer brack_close
Who wrote fahrenheit 451?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Fahrenheit_451 sep_dot var_uri a dbo_Writer brack_close
Who wrote no country for old men?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_No_Country_for_Old_Men sep_dot var_uri a dbo_Writer brack_close
Who wrote popular music from vittula?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Popular_Music_from_Vittula sep_dot var_uri a dbo_Writer brack_close
Who wrote cuckoo song?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Cuckoo_Song_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote saaya?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Saaya_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote till we have faces?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Till_We_Have_Faces sep_dot var_uri a dbo_Writer brack_close
Who wrote bandits?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Bandits_(book) sep_dot var_uri a dbo_Writer brack_close
Who wrote the village?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Village_(poem) sep_dot var_uri a dbo_Writer brack_close
Who wrote the a.b.c. murders?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_A.B.C._Murders sep_dot var_uri a dbo_Writer brack_close
Who wrote there shall be no night?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_There_Shall_Be_No_Night sep_dot var_uri a dbo_Writer brack_close
Who wrote the changeover?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Changeover sep_dot var_uri a dbo_Writer brack_close
Who wrote the emperor's candlesticks?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Emperor's_Candlesticks sep_dot var_uri a dbo_Writer brack_close
Who wrote drawing blood?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Drawing_Blood sep_dot var_uri a dbo_Writer brack_close
Who wrote three women?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Three_Women_(book) sep_dot var_uri a dbo_Writer brack_close
Who wrote kitten's first full moon?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Kitten's_First_Full_Moon sep_dot var_uri a dbo_Writer brack_close
Who wrote eileen?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Eileen_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote stranger in a strange land?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Stranger_in_a_Strange_Land sep_dot var_uri a dbo_Writer brack_close
Who wrote the signifying monkey?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Signifying_Monkey sep_dot var_uri a dbo_Writer brack_close
Who wrote a man called ove?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_Man_Called_Ove_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote whirl away?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Whirl_Away sep_dot var_uri a dbo_Writer brack_close
Who wrote fire bringer?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Fire_Bringer sep_dot var_uri a dbo_Writer brack_close
Who wrote leah on the offbeat?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Leah_on_the_Offbeat sep_dot var_uri a dbo_Writer brack_close
Who wrote six acres and a third?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Six_Acres_and_a_Third sep_dot var_uri a dbo_Writer brack_close
Who wrote the fountainhead?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Fountainhead sep_dot var_uri a dbo_Writer brack_close
Who wrote serena?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Serena_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote a gypsy good time?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_Gypsy_Good_Time sep_dot var_uri a dbo_Writer brack_close
Who wrote the almost moon?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Almost_Moon sep_dot var_uri a dbo_Writer brack_close
Who wrote human chain?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Human_Chain_(poetry_collection) sep_dot var_uri a dbo_Writer brack_close
Who wrote run for your wife?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Run_for_Your_Wife_(play) sep_dot var_uri a dbo_Writer brack_close
Who wrote history of the ancient world?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_History_of_the_Ancient_World sep_dot var_uri a dbo_Writer brack_close
Who wrote the year of the quiet sun?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Year_of_the_Quiet_Sun sep_dot var_uri a dbo_Writer brack_close
Who wrote the book of laughter and forgetting?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Book_of_Laughter_and_Forgetting sep_dot var_uri a dbo_Writer brack_close
Who wrote lucky?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Lucky_(memoir) sep_dot var_uri a dbo_Writer brack_close
Who wrote the duel?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Duel_(Kuprin_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote a room in chelsea square?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_Room_in_Chelsea_Square sep_dot var_uri a dbo_Writer brack_close
Who wrote the last ship?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Last_Ship_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the curious savage?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Curious_Savage sep_dot var_uri a dbo_Writer brack_close
Who wrote the tragedy of arthur?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Tragedy_of_Arthur sep_dot var_uri a dbo_Writer brack_close
Who wrote the madwoman of chaillot?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Madwoman_of_Chaillot sep_dot var_uri a dbo_Writer brack_close
Who wrote and then there were none?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_And_Then_There_Were_None sep_dot var_uri a dbo_Writer brack_close
Who wrote absalom?,"SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Absalom,_Absalom! sep_dot var_uri a dbo_Writer brack_close"
Who wrote villette?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Villette_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote incredibly strange films?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Incredibly_Strange_Films sep_dot var_uri a dbo_Writer brack_close
Who wrote the devil that danced on the water?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Devil_That_Danced_on_the_Water sep_dot var_uri a dbo_Writer brack_close
Who wrote the melancholy of resistance?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Melancholy_of_Resistance sep_dot var_uri a dbo_Writer brack_close
Who wrote tropical fish?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Tropical_Fish_(book) sep_dot var_uri a dbo_Writer brack_close
Who wrote the auroras of autumn?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Auroras_of_Autumn sep_dot var_uri a dbo_Writer brack_close
Who wrote inverted world?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Inverted_World sep_dot var_uri a dbo_Writer brack_close
Who wrote true singapore ghost stories?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_True_Singapore_Ghost_Stories sep_dot var_uri a dbo_Writer brack_close
Who wrote lavender and old lace?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Lavender_and_Old_Lace sep_dot var_uri a dbo_Writer brack_close
Who wrote gargoyle magazine?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Gargoyle_Magazine sep_dot var_uri a dbo_Writer brack_close
Who wrote iracema?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Iracema sep_dot var_uri a dbo_Writer brack_close
Who wrote naked lunch?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Naked_Lunch sep_dot var_uri a dbo_Writer brack_close
Who wrote fero?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Fero_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the beautiful room is empty?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Beautiful_Room_Is_Empty sep_dot var_uri a dbo_Writer brack_close
Who wrote divisadero?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Divisadero_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote red kayak?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Red_Kayak sep_dot var_uri a dbo_Writer brack_close
Who wrote purvalap?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Purvalap sep_dot var_uri a dbo_Writer brack_close
Who wrote worms of the earth?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Worms_of_the_Earth sep_dot var_uri a dbo_Writer brack_close
Who wrote a man was going down the road?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_A_Man_Was_Going_Down_the_Road sep_dot var_uri a dbo_Writer brack_close
Who wrote city?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_City_(novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote great expectations?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Great_Expectations sep_dot var_uri a dbo_Writer brack_close
Who wrote in the shadow of the sword?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_In_the_Shadow_of_the_Sword_(book) sep_dot var_uri a dbo_Writer brack_close
Who wrote the history of little goody two-shoes?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_History_of_Little_Goody_Two-Shoes sep_dot var_uri a dbo_Writer brack_close
Who wrote dian yang tak kunjung padam?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Dian_yang_Tak_Kunjung_Padam sep_dot var_uri a dbo_Writer brack_close
Who wrote anatomy of a disappearance?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_Anatomy_of_a_Disappearance sep_dot var_uri a dbo_Writer brack_close
Who wrote the hanging tree?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_Hanging_Tree_(Johnson_novel) sep_dot var_uri a dbo_Writer brack_close
Who wrote the house of breath?,SELECT DISTINCT var_uri where brack_open var_uri dbo_notableWork dbr_The_House_of_Breath sep_dot var_uri a dbo_Writer brack_close
