question,query
How many rivers and lakes are in South Carolina?,SELECT (COUNT(DISTINCT var_uri) AS var_count) WHERE brack_open  brack_open  var_uri dbo_location dbr:South_Carolina ; rdf_type dbo_Lake  brack_close UNION brack_open  var_uri dct:subject dbc:Rivers_and_streams_of_South_Carolina  brack_close  brack_close
Is Pluto really a planet?,ASK WHERE brack_open  dbr:Pluto rdf_type dbo_Planet  brack_close
What is the largest state in the United States?,SELECT var_uri WHERE brack_open  var_uri dct:subject dbc:States_of_the_United_States ; rdf_type dbo_AdministrativeRegion ; dbo_areaTotal var_area  brack_close ORDER BY DESC(var_area) OFFSET 0 LIMIT 1
What is the wavelength of indigo?,SELECT var_n WHERE brack_open  dbr:Indigo dbo_wavelength var_n  brack_close
What was the name of the famous battle in 1836 in San Antonio?,"SELECT var_uri WHERE brack_open  var_uri rdf_type dbo_MilitaryConflict ; dbo_place dbr:San_Antonio ; dbo_date var_date FILTER ( var_date  ""1835-12-31T00:00:00Z""^^xsd:dateTime ) FILTER ( var_date = ""1836-12-31T00:00:00Z""^^xsd:dateTime )  brack_close"
What were the names of the three ships used by Columbus?,SELECT var_uri WHERE brack_open  var_uri rdf_type dbo_Ship ; dct:subject dbc:Christopher_Columbus ; dct:subject dbc:Exploration_ships  brack_close
When did <A> die?,SELECT DISTINCT var_date WHERE brack_open  <A> dbo_deathDate var_date  brack_close
When was the <A> company founded?,SELECT DISTINCT var_date WHERE brack_open  <A> dbo_foundingYear var_date  brack_close
Which American presidents were in office during the <A>?,SELECT DISTINCT var_uri WHERE brack_open  <A> dbo_commander var_uri sep_dot var_uri dct:subject dbc_Presidents_of_the_United_States  brack_close
Who assassinated President McKinley?,SELECT DISTINCT var_uri WHERE brack_open  var_uri rdf_type dbo_Person ; dct:subject dbc:American_assassins ; dct:subject dbc:Assassination_of_William_McKinley  brack_close
Who killed Caesar?,SELECT DISTINCT var_uri WHERE brack_open  var_uri dct:subject dbc:Assassins_of_Julius_Caesar  brack_close
How big is the <A>'s diameter?,SELECT DISTINCT (( xsd:double(var_radius) * 2 ) AS var_diameter) WHERE brack_open  <A> dbo_meanRadius var_radius  brack_close
Which museum exhibits <A> Scream by Munch?,SELECT DISTINCT var_uri WHERE brack_open  <A>>_Scream dbo_museum var_uri  brack_close
Which movies did Kurosawa direct?,SELECT DISTINCT var_uri WHERE brack_open  var_uri rdf_type dbo_Film ; dbo_director dbr_Akira_Kurosawa  brack_close
Give me a list of all critically endangered birds.,"SELECT DISTINCT var_uri var_p WHERE brack_open  var_uri rdf_type dbo_Bird brack_open  var_uri dbo_conservationStatus ""CR""  brack_close UNION brack_open  var_uri dct:subject dbc:Critically_endangered_animals  brack_close  brack_close"
Which book has the most pages?,SELECT DISTINCT var_uri WHERE brack_open  var_uri rdf_type dbo_Book ; dbo_numberOfPages var_n  brack_close ORDER BY DESC(var_n) OFFSET 0 LIMIT 1
What is the area code of <A>?,SELECT DISTINCT var_string WHERE brack_open  <A> dbo_areaCode var_string  brack_close
